1,442,2
35,446,2
69,450,2
103,452,2
137,452,2
171,455,2
206,456,2
240,457,2
274,456,2
308,454,2
342,451,2
375,452,2
409,454,2
443,454,2
477,454,2
511,455,2
545,452,2
580,422,2
613,391,2
647,384,2
681,376,2
715,373,2
748,372,2
782,371,2
816,370,2
850,370,2
885,369,2
918,369,2
952,368,2
986,368,2
1020,368,2
1054,368,2
1087,367,2
1121,367,2
1155,367,2
1189,367,2
1223,367,2
1256,366,2
1290,366,2
1324,366,2
1358,366,2
1392,366,2
1426,366,2
1460,365,2
1495,365,2
1528,365,2
1562,365,2
1596,365,2
1630,365,2
1664,364,2
1697,364,2
1732,364,2
1765,364,2
1800,364,2
1834,364,2
1868,363,2
1902,363,2
1936,363,2
1971,363,2
2005,363,2
2039,363,2
2073,363,2
2107,362,2
2141,362,2
2175,362,2
2209,362,2
2243,362,2
2276,362,2
2310,361,2
2344,361,2
2378,361,2
2412,361,2
2446,361,2
2481,361,2
2515,361,2
2549,361,2
2582,360,2
2616,360,2
2650,360,2
2684,360,2
2717,360,2
2752,360,2
2785,359,2
2819,359,2
2854,359,2
2887,359,2
2921,359,2
2955,359,2
2990,359,2
3023,359,2
3057,359,2
3090,359,2
3124,359,2
3158,359,2
3192,358,2
3226,358,2
3260,359,2
3294,358,2
3327,358,2
3361,358,2
3396,358,2
3429,358,2
3463,358,2
3497,358,2
3531,358,2
3565,358,2
3599,358,2
3633,358,2
3667,358,2
3701,357,2
3735,358,2
3770,358,2
3804,358,2
3838,357,2
3872,358,2
3906,357,2
3940,357,2
3974,357,2
4008,357,2
4042,358,2
4077,357,2
4111,357,2
4145,357,2
4179,357,2
4213,357,2
4247,357,2
4282,357,2
4316,357,2
4350,356,2
4384,357,2
4418,356,2
4452,356,2
4486,356,2
4520,356,2
4553,356,2
4587,356,2
4621,356,2
4655,356,2
4689,356,2
4723,356,2
4758,356,2
4791,356,2
4826,356,2
4859,356,2
4894,356,2
4927,355,2
4961,356,2
4996,356,2
5030,355,2
5064,355,2
5098,356,2
5133,356,2
5167,355,2
5201,355,2
5235,355,2
5270,355,2
5305,356,2
5339,355,2
5373,355,2
5407,355,2
5441,356,2
5474,355,2
5508,356,2
5541,355,2
5575,355,2
5609,355,2
5642,355,2
5676,355,2
5710,355,2
