51363,544,1
51397,544,1
51431,544,1
51465,544,1
51499,545,1
51533,545,1
51568,545,1
51602,545,1
51636,545,1
51670,545,1
51704,544,1
51738,544,1
51772,543,1
51806,544,1
51840,544,1
51874,544,1
51908,545,1
51942,545,1
51977,545,1
52010,545,1
52044,544,1
52078,544,1
52111,543,1
52146,543,1
52180,543,1
52214,544,1
52248,544,1
52282,544,1
52316,545,1
52350,545,1
52384,544,1
52418,544,1
52452,543,1
52486,543,1
52520,543,1
52554,543,1
52588,543,1
52623,544,1
52657,545,1
52690,544,1
52724,545,1
52758,545,1
52792,544,1
52826,543,1
52860,543,1
52894,543,1
52927,542,1
52961,542,1
52995,543,1
53029,544,1
53064,543,1
53098,544,1
53132,544,1
53166,544,1
53200,544,1
53234,543,1
53268,542,1
53302,542,1
53336,543,1
53369,543,1
53403,544,1
53436,544,1
53471,544,1
53504,544,1
53538,544,1
53572,543,1
53606,543,1
53640,543,1
53674,542,1
53708,542,1
53742,542,1
53776,543,1
53809,544,1
53844,544,1
53877,544,1
53911,544,1
53945,544,1
53979,543,1
54013,543,1
54047,542,1
54081,543,1
54115,542,1
54149,543,1
54183,544,1
54217,544,1
54251,544,1
54286,544,1
54319,544,1
54353,543,1
54388,543,1
54422,542,1
54456,542,1
54490,542,1
54524,543,1
54559,544,1
54593,544,1
54627,544,1
54660,544,1
54694,543,1
54729,543,1
54763,543,1
54796,542,1
54831,542,1
54864,542,1
54899,541,1
54933,543,1
54966,543,1
55001,543,1
55035,544,1
55069,544,1
55103,543,1
55137,543,1
55170,542,1
55205,542,1
55239,542,1
55273,542,1
55307,543,1
55340,543,1
55375,543,1
55409,544,1
55443,543,1
55477,543,1
55511,543,1
55545,543,1
55579,544,1
