2,453,1
34,454,1
68,454,1
103,455,1
136,456,1
170,458,1
204,458,1
238,459,1
272,459,1
306,459,1
340,459,1
375,459,1
409,459,1
443,460,1
477,461,1
511,462,1
545,463,1
579,464,1
612,465,1
646,465,1
680,465,1
714,465,1
748,464,1
782,464,1
817,465,1
851,465,1
885,467,1
918,468,1
952,468,1
986,469,1
1020,469,1
1054,469,1
1088,469,1
1122,469,1
1155,468,1
1189,469,1
1223,469,1
1257,470,1
1291,471,1
1325,471,1
1359,471,1
1393,471,1
1428,471,1
1462,472,1
1496,472,1
1530,472,1
1564,473,1
1598,474,1
1632,475,1
1667,476,1
1700,476,1
1734,477,1
1768,477,1
1801,477,1
1836,478,1
1869,478,1
1904,478,1
1938,478,1
1972,480,1
2006,481,1
2040,482,1
2074,482,1
2108,482,1
2142,483,1
2176,483,1
2210,482,1
2245,482,1
2279,482,1
2314,483,1
2348,484,1
2382,485,1
2416,486,1
2450,487,1
2484,487,1
2517,486,1
2551,485,1
2586,483,1
2620,472,1
2654,458,1
2688,436,1
2722,424,1
2756,422,1
2790,420,1
2824,418,1
2857,418,1
2892,417,1
2926,416,1
2960,415,1
2994,415,1
3028,414,1
3063,414,1
3096,415,1
3130,415,1
3165,415,1
3198,415,1
3233,414,1
3267,414,1
3301,414,1
3335,412,1
3369,412,1
3403,412,1
3438,413,1
3472,414,1
3505,415,1
3539,415,1
3573,415,1
3606,415,1
3640,414,1
3674,413,1
3708,413,1
3742,412,1
3776,412,1
3811,413,1
3845,413,1
3878,414,1
3912,413,1
3946,413,1
3980,412,1
4014,412,1
4048,410,1
4082,410,1
4116,410,1
4150,411,1
4183,411,1
4217,412,1
4251,413,1
4286,413,1
4319,413,1
4353,412,1
4387,412,1
4420,411,1
4455,410,1
4488,410,1
4522,410,1
4556,410,1
4590,411,1
4624,412,1
4658,412,1
4692,412,1
4725,413,1
4759,414,1
4793,416,1
4827,419,1
4861,420,1
4895,423,1
4929,425,1
4963,429,1
4996,430,1
5031,432,1
5064,435,1
5098,436,1
5132,436,1
5166,436,1
5200,437,1
5234,438,1
5268,439,1
5302,441,1
5337,442,1
5371,444,1
5405,445,1
5439,447,1
5473,447,1
5508,447,1
5541,447,1
5575,448,1
5609,449,1
5643,450,1
5677,451,1
5711,453,1
5745,455,1
5779,456,1
5813,456,1
5847,457,1
5880,458,1
5914,458,1
5948,458,1
5983,459,1
