2,527,1
34,527,1
67,527,1
120,527,1
154,527,1
193,527,1
232,527,1
266,528,1
319,528,1
354,528,1
389,528,1
435,528,1
469,528,1
503,528,1
547,529,1
580,529,1
614,529,1
650,529,1
691,529,1
762,529,1
797,529,1
835,529,1
875,530,1
909,530,1
943,530,1
977,530,1
1018,530,1
1063,530,1
1105,530,1
1203,531,1
1237,531,1
1270,531,1
1320,531,1
1403,531,1
1479,531,1
1515,531,1
1550,531,1
1610,532,1
1644,532,1
1714,532,1
1760,532,1
1794,532,1
1836,532,1
1872,532,1
1908,533,1
1998,533,1
2032,533,1
2066,533,1
2100,533,1
2134,533,1
2167,533,1
2228,533,1
2284,534,1
2317,534,1
2369,534,1
2405,534,1
2461,534,1
2495,534,1
2528,534,1
2567,534,1
2603,535,1
2638,535,1
2672,535,1
2754,535,1
2789,535,1
2834,535,1
2868,535,1
2903,536,1
2937,536,1
2979,536,1
3013,536,1
3051,536,1
3090,536,1
3132,536,1
3166,536,1
3232,537,1
3268,537,1
3325,537,1
3362,537,1
3431,537,1
3465,537,1
3525,537,1
3573,537,1
3616,538,1
3649,538,1
3684,538,1
3717,538,1
3750,538,1
3820,538,1
3871,538,1
3905,538,1
3939,539,1
3972,539,1
4030,539,1
4063,539,1
4098,539,1
4167,539,1
4202,539,1
4236,539,1
4269,540,1
4303,540,1
4368,540,1
4402,540,1
4436,540,1
4470,540,1
4548,540,1
4582,540,1
4616,541,1
4672,541,1
4706,541,1
4741,541,1
4854,541,1
4889,541,1
4922,541,1
4956,541,1
4989,542,1
5046,542,1
5099,542,1
5148,542,1
5193,542,1
5229,542,1
5280,542,1
5327,542,1
5397,543,1
5470,543,1
5504,543,1
5538,543,1
5592,543,1
5626,543,1
5664,543,1
5709,543,1
5743,544,1
5783,544,1
5878,544,1
5983,544,1
6024,544,1
6057,544,1
6116,544,2
6150,544,2
6185,544,2
6280,545,2
6328,545,2
6366,545,2
6400,545,2
6460,545,2
6494,545,2
6540,545,2
6575,545,2
6610,546,2
6644,546,2
6678,546,2
6748,546,2
6781,546,2
6830,546,2
6964,546,2
6998,546,2
7038,546,2
7073,547,2
7108,547,2
7158,547,2
7252,547,2
7286,547,2
7319,547,2
7354,547,2
7411,547,2
7455,547,2
7549,548,2
7582,548,2
7662,548,2
7696,548,2
7785,548,2
7819,548,2
7877,548,2
7924,548,2
7958,548,2
7998,548,2
8031,549,2
8065,549,2
8098,549,2
8136,549,2
8170,549,2
8204,549,2
8259,549,2
8293,549,2
8326,549,2
8461,550,2
8494,550,2
8528,550,2
8562,550,2
8596,550,2
8630,550,2
8701,550,2
8734,550,2
8768,550,2
8802,550,2
8836,551,2
8870,551,2
8913,551,2
8948,551,2
8989,551,2
9024,551,2
9097,551,2
9141,551,2
9174,551,2
9209,551,2
9242,552,2
9312,552,2
9346,552,2
9379,552,2
9413,552,2
9472,552,2
9507,552,2
9544,552,2
9588,552,2
9641,552,2
9686,552,2
9720,553,2
9756,553,2
9801,553,2
9834,553,2
9868,553,2
9917,553,2
9952,553,2
9986,553,2
10020,553,2
10055,553,2
10110,553,2
10145,554,2
10179,554,1
10235,554,1
10274,554,1
10307,554,1
10380,554,1
10463,554,1
10497,554,1
